"CodesAndRegsLicenseDataID","LicenseID","Description","LicenseName","Location","StreetNumber","Prefix","StreetName","Suffix","Longitude","Latitude","ExpirationDate","SubType","SubDescription","IssueDate","Zip","DISTRICT","NEIGHBORHOOD","ZONING","EndorsementType","EndorsementTypeDescription","EndorsementStatusDescription","EndorsementIssuedDate","AGENCY","GPSX","GPSY"
"2554","16ABC1120","Alcoholic Beverage Annual","NEW WAVE BURRITOS","3311 PRESTON HWY ","3311"," ","PRESTON","HWY","-85.733085747999993","38.200598791399997","2019-02-28 00:00:00","RST","Restaurant / Cafe","2016-08-22 09:49:45","40213","10","PRESTONIA","C1","MBRD2","NQ4 Retail Malt Beverage Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1214242","258562"
"2555","ABC916543","Alcoholic Beverage Annual","BANDIDO TAQUERIA MEXICANA","423 UNIVERSITY BLVD ","423"," ","UNIVERSITY","BLVD","-85.751504844899998","38.214476934499999","2019-01-31 00:00:00","RST","Restaurant / Cafe","2017-05-01 13:07:03","40217","15","SAINT JOSEPH","C2","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1209032","263701"
"2556","ABC916543","Alcoholic Beverage Annual","BANDIDO TAQUERIA MEXICANA","423 UNIVERSITY BLVD ","423"," ","UNIVERSITY","BLVD","-85.751504844899998","38.214476934499999","2019-01-31 00:00:00","RST","Restaurant / Cafe","2017-05-01 13:07:03","40217","15","SAINT JOSEPH","C2","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1209032","263701"
"2557","ABC916911","Alcoholic Beverage Annual","BUTCHERTOWN PIZZA HALL","1301 STORY AVE ","1301"," ","STORY","AVE","-85.727922404099999","38.256289175200003","2018-09-30 00:00:00","RST","Restaurant / Cafe","2017-06-16 12:43:24","40206","04","BUTCHERTOWN","C3","SD","Sunday Drink","ACTIVE","2017-06-16 12:43:24","Codes and Regulations","1216051","278816"
"2558","ABC916998","Alcoholic Beverage Annual","WILD GINGER","9415 NORTON COMMONS BLVD 101","9415"," ","NORTON COMMONS","BLVD","-85.567140161599994","38.324626075200001","2019-02-28 00:00:00","RST","Restaurant / Cafe","2017-06-13 08:41:33","40059","16","","PVD","SD","Sunday Drink","INACTIVE","","Codes and Regulations","1262570","302999"
"2559","ABC917126","Alcoholic Beverage Annual","CROWN LIQUOR","5930 COOPER CHAPEL RD ","5930"," ","COOPER CHAPEL","RD","-85.649366059499997","38.1041675285","2019-01-31 00:00:00","LIQ","Liquor Store","2017-05-24 08:49:37","40229","23","","C1","LP","Quota Retail Package","ACTIVE","2017-05-24 08:49:37","Codes and Regulations","1237764","223073"
"2560","ABC917222","Alcoholic Beverage Annual","SMYRNA LIQUORS","8605 SMYRNA PKY 101","8605"," ","SMYRNA","PKY","-85.642723598100005","38.123935682300001","2019-01-31 00:00:00","LIQ","Liquor Store","2017-10-25 08:33:17","40228","23","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1239784","230242"
"2561","5160","Alcoholic Beverage Annual","KINGFISH RESTAURANT #1","3021 RIVER RD ","3021"," ","RIVER","RD","-85.699452816700003","38.281071896500002","2018-07-31 16:18:00","RST","Restaurant / Cafe","2004-07-08 08:40:00","40207","07","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1224367","287710"
"2562","3822","Alcoholic Beverage Annual","THE WRIGHT PLACE","501 N 33RD ST ","501","N","33RD","ST","-85.800562889999995","38.273061638500003","2019-03-31 00:00:00","BAR","Bar","2004-03-11 15:07:00","40212","05","PORTLAND","C2","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1195298","285266"
"2563","3822","Alcoholic Beverage Annual","THE WRIGHT PLACE","501 N 33RD ST ","501","N","33RD","ST","-85.800562889999995","38.273061638500003","2019-03-31 00:00:00","BAR","Bar","2004-03-11 15:07:00","40212","05","PORTLAND","C2","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","","Codes and Regulations","1195298","285266"
"2564","14ABC1075","Alcoholic Beverage Annual","BAMBI BAR","2701 BARDSTOWN RD ","2701"," ","BARDSTOWN","RD","-85.681878801300002","38.221539274999998","2019-01-31 00:00:00","BAR","Bar","2014-05-19 13:36:25","40205","08","HIGHLANDS DOUGLASS","(C2)","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1229074","265954"
"2565","3822","Alcoholic Beverage Annual","THE WRIGHT PLACE","501 N 33RD ST ","501","N","33RD","ST","-85.800562889999995","38.273061638500003","2019-03-31 00:00:00","BAR","Bar","2004-03-11 15:07:00","40212","05","PORTLAND","C2","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1195298","285266"
"2566","3828","Alcoholic Beverage Annual","VERMONT LIQUORS","509 LOUIS COLEMAN JR DR ","509"," ","LOUIS COLEMAN JR","DR","-85.807056655300002","38.256164591500003","2019-03-31 00:00:00","LIQ","Liquor Store","2004-03-15 08:47:00","40211","05","SHAWNEE","C1","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1193330","279145"
"2567","5108","Alcoholic Beverage Annual","BRISTOL BAR AND GRILLE","1321 BARDSTOWN RD ","1321"," ","BARDSTOWN","RD","-85.714499454000006","38.235064151499998","2018-07-31 00:00:00","RST","Restaurant / Cafe","2004-07-06 13:39:00","40204","08","CHEROKEE TRIANGLE","(C2)","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1219782","271026"
"2568","5108","Alcoholic Beverage Annual","BRISTOL BAR AND GRILLE","1321 BARDSTOWN RD ","1321"," ","BARDSTOWN","RD","-85.714499454000006","38.235064151499998","2018-07-31 00:00:00","RST","Restaurant / Cafe","2004-07-06 13:39:00","40204","08","CHEROKEE TRIANGLE","(C2)","LD2","Quota Retail Drink (12 AM - 2 AM)","ACTIVE","","Codes and Regulations","1219782","271026"
"2569","3829","Alcoholic Beverage Annual","RED DOG LIQUORS","2930 WILSON AVE ","2930"," ","WILSON","AVE","-85.803242520599994","38.2304239495","2019-03-31 00:00:00","LIQ","Liquor Store","2004-03-12 15:56:00","40211","03","PARK DUVALLE","C1","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1194267","269754"
"2570","5108","Alcoholic Beverage Annual","BRISTOL BAR AND GRILLE","1321 BARDSTOWN RD ","1321"," ","BARDSTOWN","RD","-85.714499454000006","38.235064151499998","2018-07-31 00:00:00","RST","Restaurant / Cafe","2004-07-06 13:39:00","40204","08","CHEROKEE TRIANGLE","(C2)","MBRD2","NQ4 Retail Malt Beverage Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1219782","271026"
"2571","5114","Alcoholic Beverage Annual","COX'S SMOKER'S OUTLET","8094 DIXIE HWY ","8094"," ","DIXIE","HWY","-85.845779622099997","38.134378723399998","2018-07-31 00:00:00","LIQ","Liquor Store","2004-07-06 14:53:00","40258","14","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1181444","234992"
"2572","5553","Alcoholic Beverage Annual","CIRCLE K #3231","2100 PORTLAND AVE ","2100"," ","PORTLAND","AVE","-85.783174843300003","38.268259757999999","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 09:47:00","40212","05","PORTLAND","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1200260","283434"
"2573","7282","Alcoholic Beverage Annual","WAL-MART SUPERCENTER #5418","2020 BASHFORD MANOR LN ","2020"," ","BASHFORD MANOR","LN","-85.6674824153","38.199343260200003","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2005-01-24 08:16:00","40218","10","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1233085","257808"
"2574","17863","Alcoholic Beverage Annual","WAL-MART NBRHD MARKET #3841","3101 POPLAR LEVEL RD ","3101"," ","POPLAR LEVEL","RD","-85.719543899200005","38.213161697700002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2007-03-02 14:00:00","40217","10","POPLAR LEVEL","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1218206","263074"
"2575","17863","Alcoholic Beverage Annual","WAL-MART NBRHD MARKET #3841","3101 POPLAR LEVEL RD ","3101"," ","POPLAR LEVEL","RD","-85.719543899200005","38.213161697700002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2007-03-02 14:00:00","40217","10","POPLAR LEVEL","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1218206","263074"
"2576","5572","Alcoholic Beverage Annual","THORNTON OIL #31","12412 LA GRANGE RD ","12412"," ","LA GRANGE","RD","-85.511246508599996","38.289505519800002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 10:51:00","40245","17","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1278428","289986"
"2577","5574","Alcoholic Beverage Annual","THORNTON OIL #155","8405 NATIONAL TPKE ","8405"," ","NATIONAL","TPKE","-85.748372315599994","38.127558263099999","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 10:56:00","40214","13","","EZ1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1209417","232038"
"2578","5574","Alcoholic Beverage Annual","THORNTON OIL #155","8405 NATIONAL TPKE ","8405"," ","NATIONAL","TPKE","-85.748372315599994","38.127558263099999","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 10:56:00","40214","13","","EZ1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1209417","232038"
"2579","5316","Alcoholic Beverage Annual","EL CAPORAL MEX. RESTAURANT #2","2209 MEADOW DR ","2209"," ","MEADOW","DR","-85.664579217400004","38.204670687499998","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 12:40:00","40218","26","BON AIR","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1233949","259735"
"2580","5316","Alcoholic Beverage Annual","EL CAPORAL MEX. RESTAURANT #2","2209 MEADOW DR ","2209"," ","MEADOW","DR","-85.664579217400004","38.204670687499998","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 12:40:00","40218","26","BON AIR","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1233949","259735"
"2581","5318","Alcoholic Beverage Annual","EL NOPAL BAR & GRILL","11336 PRESTON HWY ","11336"," ","PRESTON","HWY","-85.670235826699994","38.083968229200003","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 13:06:00","40229","13","","C2","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1231646","215810"
"2582","5318","Alcoholic Beverage Annual","EL NOPAL BAR & GRILL","11336 PRESTON HWY ","11336"," ","PRESTON","HWY","-85.670235826699994","38.083968229200003","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 13:06:00","40229","13","","C2","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1231646","215810"
"2583","5320","Alcoholic Beverage Annual","EL NOPALES MEXICAN RESTAURANT","9451 WESTPORT RD 101","9451"," ","WESTPORT","RD","-85.577341773699999","38.287911110700001","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 13:25:00","40241","17","","C2","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1259451","289672"
"2584","5320","Alcoholic Beverage Annual","EL NOPALES MEXICAN RESTAURANT","9451 WESTPORT RD 101","9451"," ","WESTPORT","RD","-85.577341773699999","38.287911110700001","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 13:25:00","40241","17","","C2","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1259451","289672"
"2585","5321","Alcoholic Beverage Annual","PIZZA COMPANY, THE","2931 RICHLAND AVE ","2931"," ","RICHLAND","AVE","-85.625864424","38.221117075899997","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 13:36:00","40220","26","HIKES POINT","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1245162","265555"
"2586","5321","Alcoholic Beverage Annual","PIZZA COMPANY, THE","2931 RICHLAND AVE ","2931"," ","RICHLAND","AVE","-85.625864424","38.221117075899997","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 13:36:00","40220","26","HIKES POINT","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1245162","265555"
"2587","5329","Alcoholic Beverage Annual","J ALEXANDERS RESTAURANT","102 OXMOOR CT ","102"," ","OXMOOR","CT","-85.6171507504","38.248487583299998","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 14:39:00","40222","18","REMAINDER OF CITY","C2","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1247813","275484"
"2588","5329","Alcoholic Beverage Annual","J ALEXANDERS RESTAURANT","102 OXMOOR CT ","102"," ","OXMOOR","CT","-85.6171507504","38.248487583299998","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 14:39:00","40222","18","REMAINDER OF CITY","C2","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1247813","275484"
"2589","ABC916497","Alcoholic Beverage Annual","KAILANA SUSHI","6435 BARDSTOWN RD ","6435"," ","BARDSTOWN","RD","-85.586960037899999","38.153095308099999","2018-10-31 00:00:00","RST","Restaurant / Cafe","2017-05-15 10:52:21","40291","22","","C1","SD","Sunday Drink","ACTIVE","2017-05-15 10:52:21","Codes and Regulations","1255978","240622"
"2590","3357","Alcoholic Beverage Annual","VALHALLA GOLF CLUB","15503 SHELBYVILLE RD ","15503"," ","SHELBYVILLE","RD","-85.470696493899993","38.242986389899997","2019-02-28 00:00:00","CLB","Country Club","2004-02-18 11:11:00","40245","19","","(R4)","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1289841","272890"
"2591","ABC917259","Alcoholic Beverage Annual","WEBB'S MARKET","944 E MUHAMMAD ALI BLVD ","944","E","MUHAMMAD ALI","BLVD","-85.734895906199995","38.2484834499","2018-10-31 00:00:00","GRO","Grocery / Food Mart","2017-05-24 08:35:29","40204","04","PHOENIX HILL","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1214003","276006"
"2592","3357","Alcoholic Beverage Annual","VALHALLA GOLF CLUB","15503 SHELBYVILLE RD ","15503"," ","SHELBYVILLE","RD","-85.470696493899993","38.242986389899997","2019-02-28 00:00:00","CLB","Country Club","2004-02-18 11:11:00","40245","19","","(R4)","SBL","Supplemental Bar","ACTIVE","","Codes and Regulations","1289841","272890"
"2593","3357","Alcoholic Beverage Annual","VALHALLA GOLF CLUB","15503 SHELBYVILLE RD ","15503"," ","SHELBYVILLE","RD","-85.470696493899993","38.242986389899997","2019-02-28 00:00:00","CLB","Country Club","2004-02-18 11:11:00","40245","19","","(R4)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1289841","272890"
"2594","ABC917367","Alcoholic Beverage Annual","EURO CAFE & BAKERY","6917 SOUTHSIDE DR ","6917"," ","SOUTHSIDE","DR","-85.763781593800005","38.156633122199999","2019-02-28 00:00:00","RST","Restaurant / Cafe","2017-06-06 09:59:26","40214","13","","C1","LP2","Quota Retail Package (12 AM - 2 AM)","ACTIVE","2017-06-06 09:59:26","Codes and Regulations","1205159","242697"
"2595","ABC917508","Alcoholic Beverage Annual","LA LOMA RESTAURANT","7319 PRESTON HWY ","7319"," ","PRESTON","HWY","-85.690097789899994","38.145473894799999","2019-02-28 00:00:00","RST","Restaurant / Cafe","2017-06-26 10:39:34","40219","24","","C1","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","2017-06-26 10:39:34","Codes and Regulations","1226280","238294"
"2596","ABC917508","Alcoholic Beverage Annual","LA LOMA RESTAURANT","7319 PRESTON HWY ","7319"," ","PRESTON","HWY","-85.690097789899994","38.145473894799999","2019-02-28 00:00:00","RST","Restaurant / Cafe","2017-06-26 10:39:34","40219","24","","C1","SD","Sunday Drink","ACTIVE","2017-06-26 10:39:34","Codes and Regulations","1226280","238294"
"2597","ABC917584","Alcoholic Beverage Annual","MVP SPORTS & EVENTS VENUE","5011 POPLAR LEVEL RD ","5011"," ","POPLAR LEVEL","RD","-85.680450346900003","38.166843965399998","2019-02-28 00:00:00","RST","Restaurant / Cafe","2017-06-19 09:04:21","40219","02","","C1","SD","Sunday Drink","ACTIVE","2017-06-19 09:04:21","Codes and Regulations","1229175","246032"
"2598","3837","Alcoholic Beverage Annual","SOUTH PARK COUNTRY CLUB","915 SOUTH PARK RD ","915"," ","SOUTH PARK","RD","-85.732450529100007","38.108034457899997","2019-03-31 00:00:00","CLB","Country Club","2004-03-18 14:43:00","40118","13","","R4","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1213882","224855"
"2599","3841","Alcoholic Beverage Annual","STEVE'S BAR & GRILL","1670 S 17TH ST ","1670","S","17TH","ST","-85.785082246399995","38.226497849399998","2019-03-31 00:00:00","BAR","Bar","2004-03-10 13:47:00","40210","03","ALGONQUIN","C2","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1199459","268237"
"2600","3841","Alcoholic Beverage Annual","STEVE'S BAR & GRILL","1670 S 17TH ST ","1670","S","17TH","ST","-85.785082246399995","38.226497849399998","2019-03-31 00:00:00","BAR","Bar","2004-03-10 13:47:00","40210","03","ALGONQUIN","C2","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","","Codes and Regulations","1199459","268237"
"2601","3227","Alcoholic Beverage Annual","FULL SWING INDOOR GOLF","7100 PRESTON HWY 101","7100"," ","PRESTON","HWY","-85.695045159599999","38.149609148800003","2019-02-28 00:00:00","AMU","Amusement","2004-02-09 14:21:00","40219","21","","C1","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1224881","239822"
"2602","4591","Alcoholic Beverage Annual","EL TARASCO III","110 FAIRFAX AVE ","110"," ","FAIRFAX","AVE","-85.651118178399997","38.251855712500003","2019-05-31 00:00:00","RST","Restaurant / Cafe","2004-05-20 11:52:00","40207","09","ROCKCREEK LEXINGTON ROAD","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1238078","276857"
"2603","4591","Alcoholic Beverage Annual","EL TARASCO III","110 FAIRFAX AVE ","110"," ","FAIRFAX","AVE","-85.651118178399997","38.251855712500003","2019-05-31 00:00:00","RST","Restaurant / Cafe","2004-05-20 11:52:00","40207","09","ROCKCREEK LEXINGTON ROAD","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1238078","276857"
"2604","4694","Alcoholic Beverage Annual","610 MAGNOLIA RESTAURANT","610 W MAGNOLIA AVE ","610","W","MAGNOLIA","AVE","-85.765377322099994","38.2293698322","2019-05-31 00:00:00","BAR","Bar","2004-05-27 15:21:00","40208","06","OLD LOUISVILLE","TNZD","MBCO","NQ Retail Malt Beverage Combo (Package and Drink)","ACTIVE","","Codes and Regulations","1205136","269189"
"2605","18205","Alcoholic Beverage Annual","STATE LIQUORS","3786 LEXINGTON RD ","3786"," ","LEXINGTON","RD","-85.658252620900001","38.252310931700002","2019-05-31 00:00:00","LIQ","Liquor Store","2007-03-29 08:45:00","40207","09","ROCKCREEK LEXINGTON ROAD","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1236032","277054"
"2606","5551","Alcoholic Beverage Annual","CIRCLE K #3242","8615 NATIONAL TPKE ","8615"," ","NATIONAL","TPKE","-85.747696684299996","38.124125706900003","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 09:41:00","40118","13","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1209591","230785"
"2607","16ABC1028","Alcoholic Beverage Annual","VISA VIS BAR & GRILL","1164 S 3RD ST ","1164","S","3RD","ST","-85.759012671999997","38.235063119499998","2018-10-31 16:36:00","RST","Restaurant / Cafe","2016-04-12 08:37:28","40203","06","OLD LOUISVILLE","TNZD","SD","Sunday Drink","ACTIVE","2016-04-12 08:37:28","Codes and Regulations","1206998","271232"
"2608","16ABC1044","Alcoholic Beverage Annual","AARYA ENTERPRISES INC","1029 S 26TH ST ","1029","S","26TH","ST","-85.795540397699995","38.241530969899998","2019-03-31 00:00:00","GRO","Grocery / Food Mart","2016-03-28 10:42:00","40210","06","CALIFORNIA","R5","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1196547","273761"
"2609","20597","Alcoholic Beverage Annual","HILTON GARDEN INN","9850 PARK PLAZA AVE ","9850"," ","PARK PLAZA","AVE","-85.576409188200003","38.3104796071","2019-01-31 00:00:00","RST","Restaurant / Cafe","2008-07-23 14:50:00","40241","16","","OTF","SBL","Supplemental Bar","ACTIVE","","Codes and Regulations","1259837","297886"
